Persona Name,Age,Income Source,Annual Income Range,Family Size,Relationship Status,Key Financial Goals,Lifestyle Factors
Riya,45,Business Owner,$50k-$75k,1,Divorced,Retirement Savings,Prefers homeopathic treatment
Rahul,37,Self-Employed,$100k+,4,Single,Retirement Savings,Works night shifts
Arjun,46,Self-Employed,$100k+,5,Divorced,Retirement Savings,"Pet owner, active lifestyle"
Rahul,50,Business Owner,$50k-$75k,2,Single,Wealth Creation,Works night shifts
Sunita,34,Self-Employed,$100k+,2,Married w/ Spouse,Child Education Fund,"Owns property, no liabilities"
Rahul,31,Self-Employed,$30k-$50k,2,Married w/ Kids,Child Education Fund,"Frequent flyer, international travel"
Sunita,49,Self-Employed,$15k-$30k,3,Single,Health Coverage,"Owns a car, travels frequently"
Rahul,49,Salaried,$50k-$75k,2,Married w/ Spouse,Wealth Creation,"Owns property, no liabilities"
Mr. Dutta,45,Business Owner,$50k-$75k,3,Divorced,Health Coverage,"Owns property, no liabilities"
Amit,23,Retired,$15k-$30k,3,Married w/ Spouse,Health Coverage,"Owns a car, travels frequently"
Priya,31,Self-Employed,$100k+,2,Widowed,Health Coverage,Works night shifts
Mr. Dutta,60,Salaried,$75k-$100k,4,Married w/ Spouse,Wealth Creation,Works night shifts
Mrs. Iyer,50,Business Owner,$75k-$100k,4,Divorced,Child Education Fund,Prefers homeopathic treatment
Priya,32,Business Owner,$15k-$30k,3,Married w/ Spouse,Health Coverage,"Frequent flyer, international travel"
Priya,36,Salaried,$50k-$75k,2,Single,Health Coverage,"Smoker, high stress job"
Mrs. Iyer,48,Self-Employed,$75k-$100k,1,Married w/ Spouse,Health Coverage,"Pet owner, active lifestyle"
Priya,53,Business Owner,$15k-$30k,2,Divorced,Retirement Savings,Lives in joint family
Priya,34,Self-Employed,$100k+,5,Single,Wealth Creation,"Owns a car, travels frequently"
Sunita,28,Retired,$15k-$30k,3,Widowed,Tax Saving,"Frequent flyer, international travel"
Amit,58,Retired,$75k-$100k,3,Widowed,Health Coverage,"Owns a car, travels frequently"
Rahul,58,Salaried,$50k-$75k,5,Married w/ Spouse,Tax Saving,Lives in joint family
Ankit,26,Self-Employed,$100k+,2,Married w/ Spouse,Health Coverage,Lives in joint family
Arjun,61,Retired,$100k+,1,Single,Health Coverage,"Frequent flyer, international travel"
Rahul,48,Retired,$75k-$100k,5,Married w/ Spouse,Wealth Creation,"Health-conscious, gym member"
Sneha,59,Retired,$75k-$100k,2,Single,Tax Saving,"Pet owner, active lifestyle"
Ankit,64,Retired,$100k+,4,Married w/ Kids,Child Education Fund,"Owns property, no liabilities"
Sunita,26,Retired,$75k-$100k,1,Married w/ Spouse,Retirement Savings,"Sedentary lifestyle, chronic illness"
Arjun,48,Salaried,$50k-$75k,3,Single,Health Coverage,"Frequent flyer, international travel"
Rahul,63,Retired,$15k-$30k,4,Married w/ Kids,Child Education Fund,"Health-conscious, gym member"
Priya,63,Salaried,$50k-$75k,2,Divorced,Child Education Fund,"Frequent flyer, international travel"
Mr. Dutta,62,Business Owner,$15k-$30k,4,Widowed,Wealth Creation,"Health-conscious, gym member"
Priya,56,Self-Employed,$30k-$50k,1,Married w/ Kids,Tax Saving,"Owns property, no liabilities"
Sneha,30,Business Owner,$75k-$100k,3,Married w/ Spouse,Wealth Creation,"Owns a car, travels frequently"
Amit,59,Business Owner,$75k-$100k,3,Married w/ Kids,Wealth Creation,"Owns property, no liabilities"
Ankit,47,Business Owner,$30k-$50k,1,Divorced,Health Coverage,Works night shifts
Sneha,39,Business Owner,$75k-$100k,3,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Riya,60,Retired,$100k+,2,Married w/ Kids,Child Education Fund,Lives in joint family
Amit,64,Self-Employed,$15k-$30k,3,Widowed,Wealth Creation,"Sedentary lifestyle, chronic illness"
Rahul,50,Business Owner,$30k-$50k,2,Married w/ Spouse,Child Education Fund,"Health-conscious, gym member"
Sunita,64,Retired,$15k-$30k,3,Single,Tax Saving,Lives in joint family
Riya,51,Business Owner,$15k-$30k,4,Married w/ Spouse,Wealth Creation,Lives in joint family
Sneha,47,Salaried,$30k-$50k,3,Widowed,Health Coverage,"Owns a car, travels frequently"
Priya,32,Salaried,$50k-$75k,5,Widowed,Child Education Fund,"Pet owner, active lifestyle"
Rahul,24,Self-Employed,$75k-$100k,4,Married w/ Kids,Retirement Savings,"Owns a car, travels frequently"
Rahul,36,Retired,$30k-$50k,2,Divorced,Tax Saving,Works night shifts
Sunita,54,Self-Employed,$50k-$75k,4,Widowed,Retirement Savings,Lives in joint family
Rahul,31,Salaried,$75k-$100k,1,Divorced,Wealth Creation,Lives in joint family
Rahul,60,Self-Employed,$100k+,5,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Amit,28,Business Owner,$30k-$50k,5,Widowed,Child Education Fund,"Health-conscious, gym member"
Priya,54,Salaried,$30k-$50k,4,Divorced,Tax Saving,"Frequent flyer, international travel"
Arjun,52,Salaried,$50k-$75k,1,Widowed,Health Coverage,"Owns a car, travels frequently"
Mrs. Iyer,30,Self-Employed,$15k-$30k,2,Single,Wealth Creation,Lives in joint family
Rahul,39,Self-Employed,$50k-$75k,4,Divorced,Tax Saving,"Sedentary lifestyle, chronic illness"
Sunita,22,Retired,$50k-$75k,5,Divorced,Wealth Creation,"Sedentary lifestyle, chronic illness"
Ankit,60,Self-Employed,$50k-$75k,1,Widowed,Child Education Fund,"Owns a car, travels frequently"
Sneha,34,Business Owner,$100k+,5,Single,Health Coverage,"Owns a car, travels frequently"
Sneha,53,Salaried,$30k-$50k,5,Married w/ Spouse,Tax Saving,Works night shifts
Mrs. Iyer,58,Self-Employed,$30k-$50k,1,Single,Wealth Creation,Works night shifts
Priya,36,Self-Employed,$50k-$75k,3,Married w/ Spouse,Health Coverage,"Smoker, high stress job"
Riya,57,Retired,$75k-$100k,1,Married w/ Spouse,Tax Saving,Works night shifts
Ankit,28,Business Owner,$50k-$75k,2,Single,Tax Saving,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,24,Business Owner,$100k+,2,Divorced,Child Education Fund,"Health-conscious, gym member"
Ankit,49,Business Owner,$15k-$30k,5,Married w/ Spouse,Child Education Fund,"Pet owner, active lifestyle"
Riya,42,Business Owner,$15k-$30k,5,Widowed,Retirement Savings,"Health-conscious, gym member"
Mr. Dutta,50,Self-Employed,$30k-$50k,3,Single,Retirement Savings,Works night shifts
Riya,37,Business Owner,$100k+,2,Married w/ Kids,Child Education Fund,Prefers homeopathic treatment
Priya,43,Self-Employed,$75k-$100k,1,Divorced,Child Education Fund,Works night shifts
Sunita,38,Self-Employed,$100k+,3,Single,Wealth Creation,"Smoker, high stress job"
Mr. Dutta,52,Salaried,$100k+,2,Single,Tax Saving,"Owns a car, travels frequently"
Riya,59,Self-Employed,$30k-$50k,4,Widowed,Wealth Creation,Lives in joint family
Priya,37,Retired,$50k-$75k,2,Married w/ Kids,Child Education Fund,"Owns property, no liabilities"
Rahul,30,Salaried,$30k-$50k,4,Married w/ Spouse,Tax Saving,"Owns a car, travels frequently"
Sneha,60,Retired,$15k-$30k,4,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Sunita,27,Salaried,$50k-$75k,1,Widowed,Wealth Creation,"Frequent flyer, international travel"
Amit,63,Business Owner,$15k-$30k,3,Married w/ Spouse,Retirement Savings,"Sedentary lifestyle, chronic illness"
Amit,23,Retired,$50k-$75k,5,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Ankit,32,Salaried,$75k-$100k,5,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Arjun,30,Salaried,$15k-$30k,1,Married w/ Kids,Child Education Fund,Works night shifts
Mr. Dutta,34,Self-Employed,$30k-$50k,3,Married w/ Spouse,Tax Saving,"Health-conscious, gym member"
Rahul,48,Self-Employed,$75k-$100k,3,Divorced,Tax Saving,"Owns property, no liabilities"
Priya,49,Self-Employed,$100k+,3,Married w/ Kids,Child Education Fund,"Sedentary lifestyle, chronic illness"
Ankit,45,Self-Employed,$30k-$50k,5,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Mr. Dutta,59,Self-Employed,$100k+,4,Divorced,Health Coverage,"Smoker, high stress job"
Mrs. Iyer,22,Salaried,$75k-$100k,1,Widowed,Health Coverage,"Frequent flyer, international travel"
Mr. Dutta,40,Retired,$50k-$75k,1,Married w/ Kids,Retirement Savings,Works night shifts
Rahul,27,Salaried,$30k-$50k,4,Divorced,Wealth Creation,"Owns a car, travels frequently"
Riya,30,Business Owner,$100k+,4,Single,Tax Saving,Prefers homeopathic treatment
Rahul,25,Retired,$50k-$75k,2,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Priya,38,Self-Employed,$100k+,1,Married w/ Kids,Child Education Fund,"Smoker, high stress job"
Amit,25,Salaried,$75k-$100k,3,Married w/ Kids,Retirement Savings,"Owns property, no liabilities"
Rahul,38,Retired,$50k-$75k,4,Widowed,Health Coverage,"Pet owner, active lifestyle"
Sunita,27,Retired,$30k-$50k,3,Married w/ Spouse,Child Education Fund,Lives in joint family
Mrs. Iyer,28,Retired,$30k-$50k,4,Widowed,Tax Saving,"Frequent flyer, international travel"
Arjun,24,Salaried,$50k-$75k,2,Single,Health Coverage,"Frequent flyer, international travel"
Mr. Dutta,56,Retired,$75k-$100k,3,Divorced,Child Education Fund,"Health-conscious, gym member"
Ankit,60,Business Owner,$50k-$75k,4,Widowed,Health Coverage,Lives in joint family
Priya,46,Retired,$75k-$100k,2,Married w/ Kids,Child Education Fund,Prefers homeopathic treatment
Rahul,31,Self-Employed,$100k+,2,Widowed,Tax Saving,"Owns a car, travels frequently"
Priya,61,Self-Employed,$50k-$75k,4,Divorced,Tax Saving,Prefers homeopathic treatment
Ankit,34,Salaried,$30k-$50k,2,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,53,Salaried,$100k+,1,Divorced,Wealth Creation,Prefers homeopathic treatment
Sunita,61,Retired,$100k+,5,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,32,Self-Employed,$15k-$30k,3,Divorced,Retirement Savings,"Owns property, no liabilities"
Arjun,55,Business Owner,$50k-$75k,2,Divorced,Wealth Creation,"Health-conscious, gym member"
Arjun,48,Retired,$100k+,5,Single,Tax Saving,"Pet owner, active lifestyle"
Ankit,53,Retired,$100k+,2,Widowed,Health Coverage,"Sedentary lifestyle, chronic illness"
Amit,36,Business Owner,$100k+,1,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Priya,58,Retired,$50k-$75k,3,Married w/ Kids,Tax Saving,Lives in joint family
Riya,44,Business Owner,$75k-$100k,2,Widowed,Retirement Savings,"Owns property, no liabilities"
Amit,57,Salaried,$50k-$75k,1,Widowed,Health Coverage,Works night shifts
Sunita,57,Salaried,$100k+,3,Divorced,Child Education Fund,"Owns a car, travels frequently"
Mr. Dutta,48,Business Owner,$50k-$75k,3,Married w/ Kids,Tax Saving,"Pet owner, active lifestyle"
Mr. Dutta,32,Retired,$50k-$75k,3,Married w/ Spouse,Health Coverage,Works night shifts
Mr. Dutta,40,Self-Employed,$100k+,1,Single,Health Coverage,"Smoker, high stress job"
Mr. Dutta,63,Business Owner,$15k-$30k,1,Married w/ Spouse,Retirement Savings,"Frequent flyer, international travel"
Priya,29,Business Owner,$30k-$50k,2,Divorced,Retirement Savings,"Smoker, high stress job"
Riya,33,Salaried,$15k-$30k,2,Divorced,Retirement Savings,Works night shifts
Rahul,61,Business Owner,$30k-$50k,4,Single,Tax Saving,Prefers homeopathic treatment
Amit,24,Salaried,$75k-$100k,4,Widowed,Child Education Fund,"Sedentary lifestyle, chronic illness"
Ankit,54,Salaried,$100k+,3,Married w/ Kids,Retirement Savings,"Pet owner, active lifestyle"
Priya,50,Business Owner,$100k+,4,Married w/ Spouse,Wealth Creation,"Pet owner, active lifestyle"
Mr. Dutta,34,Self-Employed,$30k-$50k,3,Single,Health Coverage,Prefers homeopathic treatment
Riya,48,Self-Employed,$15k-$30k,5,Divorced,Health Coverage,Prefers homeopathic treatment
Priya,47,Retired,$75k-$100k,4,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Ankit,50,Salaried,$75k-$100k,4,Single,Tax Saving,Lives in joint family
Sunita,47,Salaried,$100k+,4,Single,Wealth Creation,"Owns property, no liabilities"
Mrs. Iyer,30,Business Owner,$15k-$30k,1,Widowed,Health Coverage,"Owns property, no liabilities"
Sneha,49,Salaried,$75k-$100k,2,Widowed,Retirement Savings,"Frequent flyer, international travel"
Sneha,49,Salaried,$30k-$50k,4,Divorced,Tax Saving,Prefers homeopathic treatment
Sunita,37,Self-Employed,$75k-$100k,4,Married w/ Kids,Health Coverage,"Smoker, high stress job"
Ankit,32,Retired,$30k-$50k,5,Widowed,Health Coverage,Prefers homeopathic treatment
Mr. Dutta,28,Retired,$50k-$75k,5,Married w/ Kids,Retirement Savings,"Owns property, no liabilities"
Riya,59,Retired,$30k-$50k,3,Married w/ Spouse,Health Coverage,Lives in joint family
Rahul,57,Salaried,$15k-$30k,4,Single,Health Coverage,Works night shifts
Sneha,55,Salaried,$75k-$100k,1,Married w/ Kids,Tax Saving,Prefers homeopathic treatment
Amit,47,Self-Employed,$75k-$100k,5,Divorced,Wealth Creation,Lives in joint family
Mrs. Iyer,36,Salaried,$30k-$50k,2,Married w/ Kids,Health Coverage,"Frequent flyer, international travel"
Ankit,38,Self-Employed,$75k-$100k,4,Divorced,Wealth Creation,"Frequent flyer, international travel"
Mr. Dutta,22,Business Owner,$50k-$75k,4,Divorced,Wealth Creation,Lives in joint family
Sunita,62,Business Owner,$30k-$50k,3,Single,Tax Saving,"Owns a car, travels frequently"
Sneha,33,Salaried,$100k+,4,Married w/ Kids,Wealth Creation,"Health-conscious, gym member"
Ankit,42,Self-Employed,$15k-$30k,3,Married w/ Spouse,Retirement Savings,"Owns property, no liabilities"
Mr. Dutta,38,Salaried,$30k-$50k,2,Single,Wealth Creation,"Sedentary lifestyle, chronic illness"
Mr. Dutta,58,Self-Employed,$75k-$100k,2,Widowed,Child Education Fund,"Owns a car, travels frequently"
Mrs. Iyer,35,Self-Employed,$50k-$75k,3,Married w/ Spouse,Tax Saving,"Smoker, high stress job"
Amit,50,Business Owner,$75k-$100k,1,Married w/ Spouse,Wealth Creation,Prefers homeopathic treatment
Mrs. Iyer,41,Salaried,$100k+,5,Married w/ Spouse,Wealth Creation,"Frequent flyer, international travel"
Priya,28,Self-Employed,$30k-$50k,1,Widowed,Retirement Savings,Prefers homeopathic treatment
Priya,49,Retired,$100k+,5,Single,Retirement Savings,"Health-conscious, gym member"
Priya,37,Salaried,$30k-$50k,4,Married w/ Kids,Tax Saving,"Smoker, high stress job"
Mr. Dutta,37,Salaried,$50k-$75k,5,Divorced,Child Education Fund,"Smoker, high stress job"
Arjun,36,Retired,$100k+,5,Widowed,Wealth Creation,"Owns a car, travels frequently"
Arjun,50,Salaried,$100k+,1,Single,Retirement Savings,"Health-conscious, gym member"
Mrs. Iyer,64,Salaried,$75k-$100k,2,Widowed,Child Education Fund,"Pet owner, active lifestyle"
Rahul,25,Retired,$100k+,3,Married w/ Spouse,Health Coverage,"Frequent flyer, international travel"
Riya,52,Salaried,$100k+,2,Single,Child Education Fund,Lives in joint family
Rahul,33,Retired,$100k+,3,Single,Health Coverage,"Owns property, no liabilities"
Mrs. Iyer,46,Salaried,$30k-$50k,1,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Mrs. Iyer,41,Salaried,$15k-$30k,2,Married w/ Spouse,Retirement Savings,Works night shifts
Amit,39,Business Owner,$75k-$100k,3,Widowed,Wealth Creation,Prefers homeopathic treatment
Sunita,38,Retired,$30k-$50k,5,Widowed,Wealth Creation,"Pet owner, active lifestyle"
Rahul,43,Business Owner,$75k-$100k,5,Married w/ Kids,Wealth Creation,Lives in joint family
Ankit,51,Retired,$100k+,1,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Rahul,48,Business Owner,$30k-$50k,5,Married w/ Spouse,Tax Saving,"Sedentary lifestyle, chronic illness"
Mrs. Iyer,30,Retired,$75k-$100k,4,Married w/ Kids,Child Education Fund,"Health-conscious, gym member"
Priya,38,Retired,$100k+,1,Divorced,Child Education Fund,"Sedentary lifestyle, chronic illness"
Riya,60,Salaried,$50k-$75k,2,Divorced,Health Coverage,Works night shifts
Rahul,33,Retired,$15k-$30k,1,Married w/ Kids,Wealth Creation,"Smoker, high stress job"
Mr. Dutta,42,Business Owner,$50k-$75k,5,Widowed,Wealth Creation,"Owns a car, travels frequently"
Mr. Dutta,39,Retired,$30k-$50k,1,Married w/ Kids,Child Education Fund,"Smoker, high stress job"
Priya,56,Salaried,$100k+,3,Married w/ Spouse,Wealth Creation,"Owns property, no liabilities"
Sunita,39,Salaried,$100k+,2,Married w/ Spouse,Tax Saving,Lives in joint family
Sneha,42,Salaried,$15k-$30k,4,Married w/ Kids,Child Education Fund,"Smoker, high stress job"
Sneha,44,Retired,$75k-$100k,4,Single,Retirement Savings,"Sedentary lifestyle, chronic illness"
Ankit,38,Business Owner,$30k-$50k,3,Divorced,Child Education Fund,"Owns property, no liabilities"
Arjun,26,Retired,$30k-$50k,1,Married w/ Kids,Wealth Creation,"Frequent flyer, international travel"
Amit,23,Self-Employed,$30k-$50k,3,Widowed,Wealth Creation,"Smoker, high stress job"
Amit,55,Salaried,$100k+,2,Divorced,Child Education Fund,"Owns property, no liabilities"
Arjun,37,Self-Employed,$50k-$75k,1,Married w/ Spouse,Wealth Creation,"Smoker, high stress job"
Mrs. Iyer,36,Retired,$100k+,4,Divorced,Wealth Creation,"Frequent flyer, international travel"
Amit,22,Salaried,$15k-$30k,3,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Ankit,45,Salaried,$50k-$75k,5,Widowed,Child Education Fund,Lives in joint family
Priya,38,Salaried,$100k+,5,Widowed,Health Coverage,"Owns property, no liabilities"
Mrs. Iyer,41,Self-Employed,$15k-$30k,4,Divorced,Child Education Fund,Works night shifts
Rahul,28,Self-Employed,$50k-$75k,1,Widowed,Health Coverage,Works night shifts
Sneha,47,Salaried,$30k-$50k,2,Single,Wealth Creation,"Owns a car, travels frequently"
Rahul,36,Self-Employed,$100k+,4,Married w/ Spouse,Health Coverage,Prefers homeopathic treatment
Rahul,23,Salaried,$15k-$30k,2,Single,Wealth Creation,"Owns property, no liabilities"
Arjun,55,Self-Employed,$15k-$30k,5,Widowed,Retirement Savings,"Owns property, no liabilities"
Sneha,32,Self-Employed,$30k-$50k,3,Single,Retirement Savings,"Smoker, high stress job"
Mrs. Iyer,25,Self-Employed,$100k+,2,Single,Child Education Fund,Lives in joint family
Sunita,58,Salaried,$50k-$75k,1,Widowed,Child Education Fund,"Health-conscious, gym member"
Sneha,49,Retired,$15k-$30k,5,Married w/ Spouse,Wealth Creation,"Health-conscious, gym member"
Amit,64,Business Owner,$75k-$100k,2,Divorced,Retirement Savings,"Smoker, high stress job"
Priya,29,Retired,$75k-$100k,1,Widowed,Tax Saving,Lives in joint family
Ankit,38,Business Owner,$15k-$30k,4,Married w/ Spouse,Wealth Creation,"Pet owner, active lifestyle"
Sneha,61,Self-Employed,$75k-$100k,5,Widowed,Retirement Savings,"Smoker, high stress job"
Sneha,48,Salaried,$15k-$30k,1,Single,Child Education Fund,"Smoker, high stress job"
Sunita,52,Self-Employed,$50k-$75k,2,Single,Retirement Savings,Works night shifts
Mrs. Iyer,44,Self-Employed,$15k-$30k,5,Divorced,Health Coverage,"Sedentary lifestyle, chronic illness"
Ankit,52,Salaried,$100k+,4,Single,Retirement Savings,"Health-conscious, gym member"
Priya,38,Self-Employed,$50k-$75k,1,Married w/ Kids,Health Coverage,Works night shifts
Rahul,43,Salaried,$100k+,1,Married w/ Spouse,Health Coverage,Works night shifts
Mrs. Iyer,62,Business Owner,$50k-$75k,1,Single,Tax Saving,Lives in joint family
Mr. Dutta,33,Business Owner,$75k-$100k,2,Widowed,Child Education Fund,"Health-conscious, gym member"
Sneha,25,Business Owner,$50k-$75k,2,Single,Wealth Creation,"Pet owner, active lifestyle"
Mr. Dutta,30,Self-Employed,$50k-$75k,1,Married w/ Spouse,Wealth Creation,"Health-conscious, gym member"
Mrs. Iyer,56,Business Owner,$50k-$75k,3,Married w/ Spouse,Wealth Creation,Prefers homeopathic treatment
Amit,37,Business Owner,$100k+,5,Widowed,Wealth Creation,"Health-conscious, gym member"
Mrs. Iyer,57,Retired,$30k-$50k,2,Married w/ Spouse,Retirement Savings,"Health-conscious, gym member"
Riya,40,Self-Employed,$100k+,2,Married w/ Spouse,Retirement Savings,"Owns a car, travels frequently"
Rahul,62,Salaried,$75k-$100k,4,Divorced,Child Education Fund,"Owns property, no liabilities"
Mr. Dutta,48,Retired,$75k-$100k,3,Married w/ Spouse,Child Education Fund,"Frequent flyer, international travel"
